State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
AK,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,20,"26 - State and national averages include Department of Defense (DoD) hospital data., 25 - State and National Averages include Veterans Health Administration (VHA) hospital data.",04/01/2017,03/31/2018
AS,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
MT,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
NH,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,31,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
OK,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,16,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
TN,Emergency Department,Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better,OP_20,20,"25 - State and National Averages include Veterans Health Administration (VHA) hospital data., 26 - State and national averages include Department of Defense (DoD) hospital data.",04/01/2017,03/31/2018
AK,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,21,,04/01/2017,03/31/2018
AS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
MT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,13,,04/01/2017,03/31/2018
NH,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,23,,04/01/2017,03/31/2018
OK,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,13,,04/01/2017,03/31/2018
TN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low),OP_20_LOW_MIN,16,,04/01/2017,03/31/2018
AK,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,6,,04/01/2017,03/31/2018
AS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,18,,04/01/2017,03/31/2018
MT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,24,,04/01/2017,03/31/2018
NH,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,32,,04/01/2017,03/31/2018
OK,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,18,,04/01/2017,03/31/2018
TN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,23,,04/01/2017,03/31/2018
AK,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,30,,04/01/2017,03/31/2018
AS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
IA,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,28,,04/01/2017,03/31/2018
MT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,23,,04/01/2017,03/31/2018
NH,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,36,,04/01/2017,03/31/2018
