State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
MS,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.880,,04/01/2017,03/31/2018
NH,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.763,,04/01/2017,03/31/2018
NY,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.894,,04/01/2017,03/31/2018
SC,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.715,,04/01/2017,03/31/2018
TN,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.642,,04/01/2017,03/31/2018
VT,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.802,,04/01/2017,03/31/2018
WV,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,1.150,,04/01/2017,03/31/2018
WY,SSI - Colon Surgery: Lower Confidence Limit,HAI_3_CI_LOWER,0.007,,04/01/2017,03/31/2018
AZ,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.806,,04/01/2017,03/31/2018
CA,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.953,,04/01/2017,03/31/2018
MP,SSI - Abdominal Hysterectomy,HAI_4_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.242,,04/01/2017,03/31/2018
NH,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.322,,04/01/2017,03/31/2018
NY,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.035,,04/01/2017,03/31/2018
SC,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.840,,04/01/2017,03/31/2018
TN,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.865,,04/01/2017,03/31/2018
VT,SSI - Abdominal Hysterectomy,HAI_4_SIR,1.333,,04/01/2017,03/31/2018
WV,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.784,,04/01/2017,03/31/2018
WY,SSI - Abdominal Hysterectomy,HAI_4_SIR,0.000,,04/01/2017,03/31/2018
AZ,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.073,,04/01/2017,03/31/2018
CA,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.106,,04/01/2017,03/31/2018
MP,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.716,,04/01/2017,03/31/2018
NH,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.297,,04/01/2017,03/31/2018
NY,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.230,,04/01/2017,03/31/2018
SC,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.133,,04/01/2017,03/31/2018
TN,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.094,,04/01/2017,03/31/2018
VT,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,2.955,,04/01/2017,03/31/2018
WV,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.362,,04/01/2017,03/31/2018
WY,SSI - Abdominal Hysterectomy: Upper Confidence Limit,HAI_4_CI_UPPER,1.073,,04/01/2017,03/31/2018
AZ,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.593,,04/01/2017,03/31/2018
CA,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.817,,04/01/2017,03/31/2018
MP,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.874,,04/01/2017,03/31/2018
NH,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.695,,04/01/2017,03/31/2018
NY,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.865,,04/01/2017,03/31/2018
SC,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.608,,04/01/2017,03/31/2018
TN,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.675,,04/01/2017,03/31/2018
VT,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.489,,04/01/2017,03/31/2018
WV,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,0.412,,04/01/2017,03/31/2018
WY,SSI - Abdominal Hysterectomy: Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
AZ,MRSA Bacteremia,HAI_5_SIR,0.802,,04/01/2017,03/31/2018
CA,MRSA Bacteremia,HAI_5_SIR,0.855,,04/01/2017,03/31/2018
MP,MRSA Bacteremia,HAI_5_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,MRSA Bacteremia,HAI_5_SIR,0.905,,04/01/2017,03/31/2018
NH,MRSA Bacteremia,HAI_5_SIR,0.625,,04/01/2017,03/31/2018
NY,MRSA Bacteremia,HAI_5_SIR,1.001,,04/01/2017,03/31/2018
SC,MRSA Bacteremia,HAI_5_SIR,0.954,,04/01/2017,03/31/2018
TN,MRSA Bacteremia,HAI_5_SIR,1.147,,04/01/2017,03/31/2018
VT,MRSA Bacteremia,HAI_5_SIR,0.570,,04/01/2017,03/31/2018
WV,MRSA Bacteremia,HAI_5_SIR,1.372,,04/01/2017,03/31/2018
WY,MRSA Bacteremia,HAI_5_SIR,0.435,,04/01/2017,03/31/2018
AZ,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.938,,04/01/2017,03/31/2018
CA,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.922,,04/01/2017,03/31/2018
MP,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.095,,04/01/2017,03/31/2018
NH,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,0.957,,04/01/2017,03/31/2018
NY,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.079,,04/01/2017,03/31/2018
SC,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.110,,04/01/2017,03/31/2018
TN,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.282,,04/01/2017,03/31/2018
VT,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.082,,04/01/2017,03/31/2018
WV,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.630,,04/01/2017,03/31/2018
WY,MRSA Bacteremia: Upper Confidence Limit,HAI_5_CI_UPPER,1.436,,04/01/2017,03/31/2018
AZ,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.682,,04/01/2017,03/31/2018
CA,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.792,,04/01/2017,03/31/2018
MP,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.741,,04/01/2017,03/31/2018
NH,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.387,,04/01/2017,03/31/2018
NY,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.928,,04/01/2017,03/31/2018
SC,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.816,,04/01/2017,03/31/2018
TN,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,1.023,,04/01/2017,03/31/2018
VT,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.265,,04/01/2017,03/31/2018
WV,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,1.146,,04/01/2017,03/31/2018
WY,MRSA Bacteremia: Lower Confidence Limit,HAI_5_CI_LOWER,0.073,,04/01/2017,03/31/2018
AZ,Clostridium Difficile (C.Diff),HAI_6_SIR,0.726,,04/01/2017,03/31/2018
CA,Clostridium Difficile (C.Diff),HAI_6_SIR,0.787,,04/01/2017,03/31/2018
MP,Clostridium Difficile (C.Diff),HAI_6_SIR,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Clostridium Difficile (C.Diff),HAI_6_SIR,0.747,,04/01/2017,03/31/2018
NH,Clostridium Difficile (C.Diff),HAI_6_SIR,0.942,,04/01/2017,03/31/2018
NY,Clostridium Difficile (C.Diff),HAI_6_SIR,0.761,,04/01/2017,03/31/2018
SC,Clostridium Difficile (C.Diff),HAI_6_SIR,0.830,,04/01/2017,03/31/2018
TN,Clostridium Difficile (C.Diff),HAI_6_SIR,0.761,,04/01/2017,03/31/2018
VT,Clostridium Difficile (C.Diff),HAI_6_SIR,0.857,,04/01/2017,03/31/2018
WV,Clostridium Difficile (C.Diff),HAI_6_SIR,0.851,,04/01/2017,03/31/2018
WY,Clostridium Difficile (C.Diff),HAI_6_SIR,0.742,,04/01/2017,03/31/2018
AZ,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.766,,04/01/2017,03/31/2018
CA,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.806,,04/01/2017,03/31/2018
MP,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.799,,04/01/2017,03/31/2018
NH,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.047,,04/01/2017,03/31/2018
NY,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.782,,04/01/2017,03/31/2018
SC,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.876,,04/01/2017,03/31/2018
TN,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.796,,04/01/2017,03/31/2018
VT,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,1.028,,04/01/2017,03/31/2018
WV,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.914,,04/01/2017,03/31/2018
WY,Clostridium Difficile (C.Diff): Upper Confidence Limit,HAI_6_CI_UPPER,0.952,,04/01/2017,03/31/2018
AZ,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.688,,04/01/2017,03/31/2018
CA,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.769,,04/01/2017,03/31/2018
MP,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.697,,04/01/2017,03/31/2018
NH,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.844,,04/01/2017,03/31/2018
NY,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.741,,04/01/2017,03/31/2018
SC,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.786,,04/01/2017,03/31/2018
TN,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.727,,04/01/2017,03/31/2018
VT,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.709,,04/01/2017,03/31/2018
WV,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.791,,04/01/2017,03/31/2018
WY,Clostridium Difficile (C.Diff): Lower Confidence Limit,HAI_6_CI_LOWER,0.568,,04/01/2017,03/31/2018
