State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
MS,Death rate for stroke patients,MORT_30_STK,3,33,0,51,,07/01/2014,06/30/2017
MS,Death rate for CABG surgery patients,MORT_30_CABG,1,16,0,0,,07/01/2014,06/30/2017
MS,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,24,0,10,,04/01/2014,03/31/2017
MS,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,5,55,0,Not Available,,10/01/2015,06/30/2017
MS,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,58,0,1,,10/01/2015,06/30/2017
MS,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,38,0,7,,10/01/2015,06/30/2017
MS,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,37,0,8,,10/01/2015,06/30/2017
MS,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,43,0,5,,10/01/2015,06/30/2017
MS,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,20,0,17,,10/01/2015,06/30/2017
MS,Pressure Ulcer Rate,PSI_3_ULCER,3,55,0,2,,10/01/2015,06/30/2017
MS,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,59,0,1,,10/01/2015,06/30/2017
MS,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,34,0,8,,10/01/2015,06/30/2017
MS,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,39,0,7,,10/01/2015,06/30/2017
MS,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,4,31,0,8,,10/01/2015,06/30/2017
MS,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7,28,0,8,,10/01/2015,06/30/2017
NH,Death rate for heart attack patients,MORT_30_AMI,0,17,1,8,,07/01/2014,06/30/2017
NH,Death rate for heart failure patients,MORT_30_HF,1,23,2,0,,07/01/2014,06/30/2017
NH,Death rate for pneumonia patients,MORT_30_PN,0,26,0,0,,07/01/2014,06/30/2017
NH,Death rate for COPD patients,MORT_30_COPD,0,25,1,0,,07/01/2014,06/30/2017
NH,Death rate for stroke patients,MORT_30_STK,0,19,1,6,,07/01/2014,06/30/2017
NH,Death rate for CABG surgery patients,MORT_30_CABG,0,3,1,0,,07/01/2014,06/30/2017
NH,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,22,0,2,,04/01/2014,03/31/2017
NH,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,0,12,1,Not Available,,10/01/2015,06/30/2017
NH,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,13,0,0,,10/01/2015,06/30/2017
NH,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,13,0,0,,10/01/2015,06/30/2017
NH,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,13,0,0,,10/01/2015,06/30/2017
NH,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,13,0,0,,10/01/2015,06/30/2017
NH,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,9,0,3,,10/01/2015,06/30/2017
NH,Pressure Ulcer Rate,PSI_3_ULCER,1,12,0,0,,10/01/2015,06/30/2017
NH,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,13,0,0,,10/01/2015,06/30/2017
NH,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,12,1,0,,10/01/2015,06/30/2017
NH,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,12,0,0,,10/01/2015,06/30/2017
NH,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,13,0,0,,10/01/2015,06/30/2017
NH,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,13,0,0,,10/01/2015,06/30/2017
NY,Death rate for heart attack patients,MORT_30_AMI,1,127,6,36,,07/01/2014,06/30/2017
NY,Death rate for heart failure patients,MORT_30_HF,8,134,21,11,,07/01/2014,06/30/2017
NY,Death rate for pneumonia patients,MORT_30_PN,10,146,16,5,,07/01/2014,06/30/2017
NY,Death rate for COPD patients,MORT_30_COPD,3,150,4,9,,07/01/2014,06/30/2017
NY,Death rate for stroke patients,MORT_30_STK,3,110,9,39,,07/01/2014,06/30/2017
NY,Death rate for CABG surgery patients,MORT_30_CABG,0,31,2,3,,07/01/2014,06/30/2017
NY,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,100,2,38,,04/01/2014,03/31/2017
NY,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,24,124,0,Not Available,,10/01/2015,06/30/2017
NY,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,146,0,2,,10/01/2015,06/30/2017
NY,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,12,126,0,4,,10/01/2015,06/30/2017
NY,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,2,132,0,6,,10/01/2015,06/30/2017
NY,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,139,0,4,,10/01/2015,06/30/2017
NY,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,2,67,3,63,,10/01/2015,06/30/2017
NY,Pressure Ulcer Rate,PSI_3_ULCER,34,110,1,3,,10/01/2015,06/30/2017
NY,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,146,0,2,,10/01/2015,06/30/2017
NY,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,5,118,0,14,,10/01/2015,06/30/2017
NY,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,5,132,1,4,,10/01/2015,06/30/2017
NY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,123,0,15,,10/01/2015,06/30/2017
NY,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,111,4,18,,10/01/2015,06/30/2017
SC,Death rate for heart attack patients,MORT_30_AMI,0,34,0,28,,07/01/2014,06/30/2017
SC,Death rate for heart failure patients,MORT_30_HF,2,50,3,10,,07/01/2014,06/30/2017
SC,Death rate for pneumonia patients,MORT_30_PN,3,59,1,2,,07/01/2014,06/30/2017
SC,Death rate for COPD patients,MORT_30_COPD,2,53,0,8,,07/01/2014,06/30/2017
SC,Death rate for stroke patients,MORT_30_STK,2,43,0,17,,07/01/2014,06/30/2017
SC,Death rate for CABG surgery patients,MORT_30_CABG,1,16,0,0,,07/01/2014,06/30/2017
SC,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,36,1,14,,04/01/2014,03/31/2017
SC,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,4,48,2,Not Available,,10/01/2015,06/30/2017
SC,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,1,53,0,0,,10/01/2015,06/30/2017
SC,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,47,2,1,,10/01/2015,06/30/2017
SC,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,46,0,5,,10/01/2015,06/30/2017
SC,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,50,0,3,,10/01/2015,06/30/2017
SC,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,28,0,19,,10/01/2015,06/30/2017
SC,Pressure Ulcer Rate,PSI_3_ULCER,6,48,0,0,,10/01/2015,06/30/2017
SC,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,54,0,0,,10/01/2015,06/30/2017
SC,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,42,1,5,,10/01/2015,06/30/2017
SC,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,51,0,1,,10/01/2015,06/30/2017
SC,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,44,0,4,,10/01/2015,06/30/2017
SC,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,41,0,5,,10/01/2015,06/30/2017
TN,Death rate for heart attack patients,MORT_30_AMI,2,52,1,51,,07/01/2014,06/30/2017
TN,Death rate for heart failure patients,MORT_30_HF,4,92,1,15,,07/01/2014,06/30/2017
TN,Death rate for pneumonia patients,MORT_30_PN,14,88,2,9,,07/01/2014,06/30/2017
TN,Death rate for COPD patients,MORT_30_COPD,5,92,0,11,,07/01/2014,06/30/2017
TN,Death rate for stroke patients,MORT_30_STK,5,56,1,39,,07/01/2014,06/30/2017
TN,Death rate for CABG surgery patients,MORT_30_CABG,2,19,0,1,,07/01/2014,06/30/2017
TN,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,52,1,16,,04/01/2014,03/31/2017
TN,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,6,81,1,Not Available,,10/01/2015,06/30/2017
TN,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,88,0,0,,10/01/2015,06/30/2017
TN,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,2,71,3,4,,10/01/2015,06/30/2017
TN,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,68,0,10,,10/01/2015,06/30/2017
TN,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,1,76,0,8,,10/01/2015,06/30/2017
TN,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,2,42,0,27,,10/01/2015,06/30/2017
TN,Pressure Ulcer Rate,PSI_3_ULCER,8,79,1,0,,10/01/2015,06/30/2017
TN,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,88,0,0,,10/01/2015,06/30/2017
TN,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,2,65,0,7,,10/01/2015,06/30/2017
TN,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,74,0,5,,10/01/2015,06/30/2017
TN,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,3,63,0,9,,10/01/2015,06/30/2017
TN,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,9,54,2,9,,10/01/2015,06/30/2017
VT,Death rate for heart attack patients,MORT_30_AMI,0,9,0,6,,07/01/2014,06/30/2017
VT,Death rate for heart failure patients,MORT_30_HF,3,11,0,1,,07/01/2014,06/30/2017
VT,Death rate for pneumonia patients,MORT_30_PN,0,15,0,0,,07/01/2014,06/30/2017
VT,Death rate for COPD patients,MORT_30_COPD,0,13,0,1,,07/01/2014,06/30/2017
VT,Death rate for stroke patients,MORT_30_STK,1,11,0,2,,07/01/2014,06/30/2017
VT,Death rate for CABG surgery patients,MORT_30_CABG,0,1,0,0,,07/01/2014,06/30/2017
VT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,11,0,1,,04/01/2014,03/31/2017
VT,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,0,6,0,Not Available,,10/01/2015,06/30/2017
VT,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,6,0,0,,10/01/2015,06/30/2017
VT,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,6,0,0,,10/01/2015,06/30/2017
VT,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,6,0,0,,10/01/2015,06/30/2017
VT,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,6,0,0,,10/01/2015,06/30/2017
VT,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,2,0,4,,10/01/2015,06/30/2017
VT,Pressure Ulcer Rate,PSI_3_ULCER,0,6,0,0,,10/01/2015,06/30/2017
VT,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,6,0,0,,10/01/2015,06/30/2017
VT,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,6,0,0,,10/01/2015,06/30/2017
VT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,6,0,0,,10/01/2015,06/30/2017
VT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,0,,10/01/2015,06/30/2017
VT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,6,0,0,,10/01/2015,06/30/2017
WV,Death rate for heart attack patients,MORT_30_AMI,0,28,0,24,,07/01/2014,06/30/2017
WV,Death rate for heart failure patients,MORT_30_HF,1,38,2,11,,07/01/2014,06/30/2017
WV,Death rate for pneumonia patients,MORT_30_PN,3,44,3,2,,07/01/2014,06/30/2017
WV,Death rate for COPD patients,MORT_30_COPD,0,40,3,5,,07/01/2014,06/30/2017
WV,Death rate for stroke patients,MORT_30_STK,2,20,0,24,,07/01/2014,06/30/2017
WV,Death rate for CABG surgery patients,MORT_30_CABG,0,6,0,1,,07/01/2014,06/30/2017
WV,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,22,1,9,,04/01/2014,03/31/2017
WV,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,1,28,0,Not Available,,10/01/2015,06/30/2017
WV,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,29,0,0,,10/01/2015,06/30/2017
WV,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,26,0,3,,10/01/2015,06/30/2017
WV,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,25,0,3,,10/01/2015,06/30/2017
WV,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,27,0,1,,10/01/2015,06/30/2017
WV,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,1,14,0,10,,10/01/2015,06/30/2017
WV,Pressure Ulcer Rate,PSI_3_ULCER,1,27,0,1,,10/01/2015,06/30/2017
WV,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,29,0,0,,10/01/2015,06/30/2017
WV,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,24,0,2,,10/01/2015,06/30/2017
WV,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,26,0,3,,10/01/2015,06/30/2017
WV,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,24,0,2,,10/01/2015,06/30/2017
WV,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,23,0,2,,10/01/2015,06/30/2017
WY,Death rate for heart attack patients,MORT_30_AMI,0,5,0,18,,07/01/2014,06/30/2017
WY,Death rate for heart failure patients,MORT_30_HF,1,18,0,9,,07/01/2014,06/30/2017
WY,Death rate for pneumonia patients,MORT_30_PN,0,23,0,5,,07/01/2014,06/30/2017
WY,Death rate for COPD patients,MORT_30_COPD,0,18,0,8,,07/01/2014,06/30/2017
WY,Death rate for stroke patients,MORT_30_STK,0,8,0,16,,07/01/2014,06/30/2017
WY,Death rate for CABG surgery patients,MORT_30_CABG,0,2,0,0,,07/01/2014,06/30/2017
WY,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,14,0,6,,04/01/2014,03/31/2017
WY,Patient Safety and Adverse Events Composite,PSI_90_SAFETY,0,10,0,Not Available,,10/01/2015,06/30/2017
WY,"Iatrogenic pneumothorax, adult Rate",PSI_6_IAT_PTX,0,10,0,0,,10/01/2015,06/30/2017
WY,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,PSI_12_POSTOP_PULMEMB_DVT,0,10,0,0,,10/01/2015,06/30/2017
WY,Postoperative Wound Dehiscence Rate,PSI_14_POSTOP_DEHIS,0,9,0,1,,10/01/2015,06/30/2017
WY,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,PSI_15_ACC_LAC,0,9,0,1,,10/01/2015,06/30/2017
WY,Death among surgical inpatients with serious treatable complications Rate,PSI_4_SURG_COMP,0,2,0,6,,10/01/2015,06/30/2017
WY,Pressure Ulcer Rate,PSI_3_ULCER,0,10,0,0,,10/01/2015,06/30/2017
WY,In-Hospital Fall With Hip Fracture Rate,PSI_8_POST_HIP,0,10,0,0,,10/01/2015,06/30/2017
WY,Postoperative Sepsis Rate,PSI_13_POST_SEPSIS,0,10,0,0,,10/01/2015,06/30/2017
WY,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,10,0,0,,10/01/2015,06/30/2017
WY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,10,0,0,,10/01/2015,06/30/2017
WY,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,10,0,0,,10/01/2015,06/30/2017
