Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,Ouachita,43.33333333,10.83333333,38,9.5,100,25,0,0,45.33333333
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,Drew,70,17.5,38,9.5,15,3.75,30,7.5,38.25
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72902,Sebastian,37.5,9.375,22,5.5,40,10,0,0,24.875
40062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72917,Sebastian,40,10,37,9.25,33.33333333,8.333333333,10,2.5,30.08333333
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,Columbia,5,1.25,24,6,45,11.25,30,7.5,26
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,Mississippi,0,0,48,16,Not Available,Not Available,60,20,36
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,Jefferson,35,8.75,27,6.75,13.33333333,3.333333333,0,0,18.83333333
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,Arkansas,20,5,92,23,90,22.5,50,12.5,63
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,Pulaski,30,10,25,8.333333333,Not Available,Not Available,0,0,18.33333333
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,Hot Spring,15,5,92,30.66666667,Not Available,Not Available,50,16.66666667,52.33333333
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,Garland,45,11.25,16,4,36.66666667,9.166666667,0,0,24.41666667
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,Saline,50,12.5,24,6,16,4,0,0,22.5
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,Phillips,40,10,43,10.75,80,20,100,25,65.75
40088,MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71730,Union,40,10,36,9,5,1.25,20,5,25.25
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,Pulaski,12.5,3.125,21,5.25,28.33333333,7.083333333,0,0,15.45833333
40118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,Craighead,40,10,39,9.75,58.33333333,14.58333333,0,0,34.33333333
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,Independence,55,13.75,28,7,55,13.75,20,5,39.5
50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,Yuba,22.5,5.625,23,5.75,36.66666667,9.166666667,40,10,30.54166667
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,Pulaski,53.33333333,13.33333333,86,21.5,60,15,50,12.5,62.33333333
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,Pulaski,33.33333333,11.11111111,27,9,Not Available,Not Available,0,0,20.11111111
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,Hempstead,5,1.666666667,26,8.666666667,Not Available,Not Available,30,10,20.33333333
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,Faulkner,45,15,74,24.66666667,Not Available,Not Available,30,10,49.66666667
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,Alameda,60,15,16,4,38.33333333,9.583333333,0,0,28.58333333
50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,Humboldt,42.5,10.625,13,3.25,51.66666667,12.91666667,40,10,36.79166667
50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,San Mateo,82.5,20.625,44,11,51.66666667,12.91666667,50,12.5,57.04166667
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVE,SAN FRANCISCO,CA,94117,San Francisco,35,8.75,13,3.25,40,10,10,2.5,24.5
50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,Napa,65,16.25,15,3.75,43.33333333,10.83333333,60,15,45.83333333
50013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,Napa,57.5,14.375,25,6.25,47.5,11.875,40,10,42.5
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,Amador,40,10,53,13.25,25,6.25,40,10,39.5
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,Sacramento,55,13.75,36,9,31.66666667,7.916666667,30,7.5,38.16666667
50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,Riverside,55,13.75,18,4.5,33.33333333,8.333333333,0,0,26.58333333
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,91950,San Diego,72.5,18.125,12,3,73.33333333,18.33333333,0,0,39.45833333
50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,San Diego,87.5,21.875,42,10.5,20,5,0,0,37.375
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,San Diego,77.5,19.375,20,5,8.333333333,2.083333333,0,0,26.45833333
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,Humboldt,75,18.75,41,10.25,70,17.5,40,10,56.5
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,Kern,35,8.75,15,3.75,48.33333333,12.08333333,20,5,29.58333333
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,Santa Clara,50,12.5,26,6.5,40,10,20,5,34
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,Butte,30,7.5,42,10.5,50,12.5,20,5,35.5
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,Los Angeles,Not Available,Not Available,34,11.33333333,31.66666667,10.55555556,100,33.33333333,55.22222222
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,Tehama,30,7.5,34,8.5,33.33333333,8.333333333,50,12.5,36.83333333
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,Alameda,92.5,23.125,19,4.75,10,2.5,10,2.5,32.875
50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,Imperial,70,17.5,21,5.25,66.66666667,16.66666667,40,10,49.41666667
50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,San Francisco,67.5,16.875,13,3.25,35,8.75,40,10,38.875
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,Riverside,65,16.25,29,7.25,35,8.75,0,0,32.25
50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,San Francisco,100,25,17,4.25,42,10.5,50,12.5,52.25
50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,Los Angeles,26.66666667,6.666666667,15,3.75,16.66666667,4.166666667,0,0,14.58333333
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,Tulare,52.5,13.125,19,4.75,6.666666667,1.666666667,30,7.5,27.04166667
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,Los Angeles,92.5,23.125,23,5.75,15,3.75,0,0,32.625
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,Fresno,47.5,11.875,21,5.25,26.66666667,6.666666667,0,0,23.79166667
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,Los Angeles,95,23.75,12,3,36.66666667,9.166666667,0,0,35.91666667
50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,95361,Stanislaus,30,10,28,9.333333333,Not Available,Not Available,100,33.33333333,52.66666667
50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,Orange,47.5,11.875,57,14.25,23.33333333,5.833333333,0,0,31.95833333
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,San Mateo,Not Available,Not Available,21,7,50,16.66666667,90,30,53.66666667
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,Santa Clara,Not Available,Not Available,29,9.666666667,36.66666667,12.22222222,100,33.33333333,55.22222222
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,Contra Costa,Not Available,Not Available,16,5.333333333,26.66666667,8.888888889,90,30,44.22222222
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,Solano,50,12.5,25,6.25,25,6.25,100,25,50
50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,Alameda,35,8.75,15,3.75,18.33333333,4.583333333,100,25,42.08333333
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,San Francisco,Not Available,Not Available,19,6.333333333,41.66666667,13.88888889,80,26.66666667,46.88888889
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,San Diego,67.5,16.875,16,4,38.33333333,9.583333333,0,0,30.45833333
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,Los Angeles,40,10,25,6.25,62.5,15.625,10,2.5,34.375
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,Ventura,85,21.25,20,5,35,8.75,20,5,40
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,San Joaquin,62.5,15.625,22,5.5,50,12.5,10,2.5,36.125
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,San Bernardino,15,3.75,23,5.75,74,18.5,20,5,33
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,Sonoma,30,7.5,33,8.25,50,12.5,30,7.5,35.75
50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,Los Angeles,56.66666667,18.88888889,19,6.333333333,Not Available,Not Available,0,0,25.22222222
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,Fresno,52.5,13.125,12,3,31.66666667,7.916666667,10,2.5,26.54166667
50099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,San Bernardino,85,21.25,26,6.5,11.66666667,2.916666667,0,0,30.66666667
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,San Diego,40,10,57,14.25,11.66666667,2.916666667,10,2.5,29.66666667
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,Solano,37.5,9.375,14,3.5,36,9,10,2.5,24.375
50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,Riverside,75,18.75,11,2.75,24,6,0,0,27.5
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,Los Angeles,92.5,23.125,24,6,56.66666667,14.16666667,0,0,43.29166667
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,Los Angeles,73.33333333,18.33333333,10,2.5,30,7.5,0,0,28.33333333
50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,Santa Barbara,57.5,14.375,40,10,20,5,40,10,39.375
50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,Sacramento,50,12.5,22,5.5,23.33333333,5.833333333,20,5,28.83333333
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,Santa Barbara,52.5,13.125,18,4.5,43.33333333,10.83333333,10,2.5,30.95833333
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,Los Angeles,95,23.75,40,10,6.666666667,1.666666667,0,0,35.41666667
50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,San Mateo,Not Available,Not Available,14,4.666666667,65,21.66666667,40,13.33333333,39.66666667
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,San Diego,55,13.75,30,7.5,30,7.5,10,2.5,31.25
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,Los Angeles,60,15,26,6.5,28.33333333,7.083333333,0,0,28.58333333
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,San Joaquin,47.5,11.875,38,9.5,45,11.25,30,7.5,40.125
50121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,Kings,67.5,16.875,32,8,23.33333333,5.833333333,20,5,35.70833333
50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,San Joaquin,52.5,13.125,17,4.25,26.66666667,6.666666667,0,0,24.04166667
50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,Los Angeles,62.5,15.625,26,6.5,60,15,0,0,37.125
50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,Santa Clara,66.66666667,16.66666667,18,4.5,43.33333333,10.83333333,20,5,37
50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,Los Angeles,100,25,18,4.5,25,6.25,0,0,35.75
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,Yolo,45,11.25,23,5.75,40,10,60,15,42
50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,San Diego,70,17.5,22,5.5,33.33333333,8.333333333,0,0,31.33333333
50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,San Bernardino,0,0,25,6.25,68.33333333,17.08333333,20,5,28.33333333
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,Marin,67.5,22.5,44,14.66666667,Not Available,Not Available,50,16.66666667,53.83333333
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,Los Angeles,100,25,6,1.5,42.5,10.625,0,0,37.125
50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,Sonoma,75,18.75,21,5.25,10,2.5,20,5,31.5
50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,Los Angeles,Not Available,Not Available,21,7,38.33333333,12.77777778,100,33.33333333,53.11111111
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,Los Angeles,Not Available,Not Available,22,7.333333333,6.666666667,2.222222222,100,33.33333333,42.88888889
50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,Los Angeles,Not Available,Not Available,22,7.333333333,20,6.666666667,70,23.33333333,37.33333333
50140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,92335,San Bernardino,Not Available,Not Available,33,11,41.66666667,13.88888889,40,13.33333333,38.22222222
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,Monterey,57.5,14.375,43,10.75,26.66666667,6.666666667,30,7.5,39.29166667
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,Los Angeles,83.33333333,20.83333333,21,5.25,65,16.25,0,0,42.33333333
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,Nevada,55,13.75,32,8,58,14.5,70,17.5,53.75
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,San Francisco,82.5,20.625,11,2.75,52.5,13.125,30,7.5,44
50153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,Santa Clara,57.5,14.375,15,3.75,26.66666667,6.666666667,0,0,24.79166667
50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,Los Angeles,100,33.33333333,Not Available,Not Available,60,20,0,0,53.33333333
50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,San Joaquin,Not Available,Not Available,15,5,26.66666667,8.888888889,40,13.33333333,27.22222222
50168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,Orange,62.5,15.625,51,12.75,31.66666667,7.916666667,10,2.5,38.79166667
50169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,Los Angeles,95,23.75,43,10.75,48.33333333,12.08333333,30,7.5,54.08333333
50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,Sonoma,77.5,19.375,16,4,51.66666667,12.91666667,20,5,41.29166667
50179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,Stanislaus,45,11.25,18,4.5,43.33333333,10.83333333,0,0,26.58333333
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,Contra Costa,80,20,22,5.5,41.66666667,10.41666667,10,2.5,38.41666667
50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,Los Angeles,43.33333333,10.83333333,18,4.5,30,7.5,20,5,27.83333333
50192,ADVENTIST HEALTH REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,Fresno,Not Available,Not Available,33,11,50,16.66666667,0,0,27.66666667
50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,Santa Cruz,37.5,9.375,20,5,42,10.5,20,5,29.875
50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,Alameda,82.5,20.625,19,4.75,25,6.25,20,5,36.625
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,San Mateo,87.5,21.875,46,11.5,60,15,30,7.5,55.875
50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,Los Angeles,50,12.5,26,6.5,26,6.5,0,0,25.5
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,Alameda,40,10,32,8,80,20,10,2.5,40.5
50222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,San Diego,77.5,19.375,31,7.75,50,12.5,20,5,44.625
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,Orange,63.33333333,15.83333333,33,8.25,23.33333333,5.833333333,20,5,34.91666667
50225,ADVENTIST HEALTH FEATHER RIVER,5974 PENTZ ROAD,PARADISE,CA,95969,Butte,57.5,14.375,28,7,72,18,60,15,54.375
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,Orange,85,21.25,19,4.75,38.33333333,9.583333333,0,0,35.58333333
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,San Francisco,55,13.75,34,8.5,45,11.25,10,2.5,36
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,Orange,90,22.5,40,10,5,1.25,10,2.5,36.25
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,Los Angeles,32.5,8.125,18,4.5,40,10,0,0,22.625
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,San Luis Obispo,57.5,14.375,35,8.75,45,11.25,20,5,39.375
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,San Diego,43.33333333,10.83333333,68,17,0,0,80,20,47.83333333
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,Los Angeles,75,18.75,20,5,33.33333333,8.333333333,0,0,32.08333333
50236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,Ventura,60,15,25,6.25,41.66666667,10.41666667,0,0,31.66666667
50238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,Los Angeles,87.5,21.875,21,5.25,51.66666667,12.91666667,0,0,40.04166667
50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,Los Angeles,80,20,25,6.25,41.66666667,10.41666667,10,2.5,39.16666667
50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,Santa Cruz,35,8.75,18,4.5,61.66666667,15.41666667,0,0,28.66666667
50243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,Riverside,30,7.5,16,4,38.33333333,9.583333333,10,2.5,23.58333333
50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,San Bernardino,53.33333333,13.33333333,22,5.5,61.66666667,15.41666667,0,0,34.25
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,Monterey,35,8.75,27,6.75,30,7.5,0,0,23
50254,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,PLACERVILLE,CA,95667,El Dorado,37.5,9.375,34,8.5,84,21,50,12.5,51.375
50257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,Kern,55,18.33333333,17,5.666666667,Not Available,Not Available,20,6.666666667,30.66666667
50261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,Tulare,30,7.5,28,7,66.66666667,16.66666667,20,5,36.16666667
50262,RONALD REAGAN U C L A MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,Los Angeles,80,20,41,10.25,31.66666667,7.916666667,0,0,38.16666667
50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,San Bernardino,65,16.25,26,6.5,50,12.5,50,12.5,47.75
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,Contra Costa,30,7.5,29,7.25,36.66666667,9.166666667,80,20,43.91666667
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,Los Angeles,75,18.75,36,9,13.33333333,3.333333333,0,0,31.08333333
50279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,CA,92252,San Bernardino,20,5,28,7,50,12.5,50,12.5,37
50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,Shasta,25,6.25,14,3.5,35,8.75,10,2.5,21
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,Los Angeles,70,17.5,23,5.75,67.5,16.875,0,0,40.125
50283,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,CA,94588,Alameda,57.5,14.375,37,9.25,35,8.75,20,5,37.375
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,San Mateo,90,22.5,27,6.75,38,9.5,10,2.5,41.25
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,Los Angeles,92.5,23.125,21,5.25,76.66666667,19.16666667,10,2.5,50.04166667
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,Sonoma,57.5,14.375,40,10,48.33333333,12.08333333,30,7.5,43.95833333
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,Riverside,43.33333333,10.83333333,10,2.5,48.33333333,12.08333333,0,0,25.41666667
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,Kern,35,8.75,26,6.5,43.33333333,10.83333333,10,2.5,28.58333333
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,San Benito,40,10,36,9,90,22.5,50,12.5,54
